ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,eventFlagId,distViewEventFlagId,iconId,bgmPlaceType,isAreaIcon,isOverrideDistViewMarkPos,isEnableNoText,pad3,areaNo_forDistViewMark,gridXNo_forDistViewMark,gridZNo_forDistViewMark,clearedEventFlagId,dispMask00,dispMask01,pad2_0,pad2,distViewIconId,angle,areaNo,gridXNo,gridZNo,pad,posX,posY,posZ,textId1,textEnableFlagId1,textDisableFlagId1,textId2,textEnableFlagId2,textDisableFlagId2,textId3,textEnableFlagId3,textDisableFlagId3,textId4,textEnableFlagId4,textDisableFlagId4,textId5,textEnableFlagId5,textDisableFlagId5,textId6,textEnableFlagId6,textDisableFlagId6,textId7,textEnableFlagId7,textDisableFlagId7,textId8,textEnableFlagId8,textDisableFlagId8,textType1,textType2,textType3,textType4,textType5,textType6,textType7,textType8,distViewId,posX_forDistViewMark,posY_forDistViewMark,posZ_forDistViewMark,distViewId1,distViewId2,distViewId3,dispMinZoomStep,selectMinZoomStep,entryFEType,pad4,unkC0,unkC4,unkC8,unkCC,unkD0,unkD4,unkD8,unkDC,unkE0,unkE4,unkE8,unkEC,unkF0,unkF4,unkF8,unkFC,
11,[Leyndell Royal Capital] Elden Throne,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,37.25,65.11,-416.03,110000,11000800,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,[Leyndell Royal Capital] Erdtree Sanctuary,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,-132,31.01,-386.5,110001,11000850,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,[Leyndell Royal Capital] East Capital Rampart,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,-33.04,7.93,-80.52,110002,0,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,[Leyndell Royal Capital] Lower Capital Church,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,-215.8,-64.72,-223.22,110003,0,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,[Leyndell Royal Capital] Avenue Balcony,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,-180.35,-49.9,-185.54,110004,0,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,[Leyndell Royal Capital] West Capital Rampart,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,-217.61,-12,-260.53,110005,0,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,[Leyndell Royal Capital] Queen's Bedchamber,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,-55.11,47.51,-307.16,110007,0,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,[Leyndell Royal Capital] Fortified Manor First Floor,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,-319.98,-32.63,-270.49,110008,0,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,[Leyndell Royal Capital] Divine Bridge,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,-426.01,29.12,-294.32,110009,0,118,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,[Leyndell Ashen Capital] Elden Throne,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,5,0,0,37.18,64.98,-415.93,110500,11050800,71120,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,[Leyndell Ashen Capital] Erdtree Sanctuary,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,5,0,0,-132,31.01,-386.5,110501,11050850,71121,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,[Leyndell Ashen Capital] East Capital Rampart,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,5,0,0,-33.01,8,-80.47,110502,118,71122,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,[Leyndell Ashen Capital] Leyndell Capital of Ash,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,5,0,0,-129.94,-31.54,-126.04,110503,118,71123,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,[Leyndell Ashen Capital] Queen's Bedchamber,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,5,0,0,-54.63,47.56,-306.38,110504,118,71124,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,[Leyndell Ashen Capital] Divine Bridge,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,5,0,0,-426.01,29.12,-294.32,110505,118,71125,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,[Ainsel River] Dragonkin Soldier of Nokstella,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,-113.845,-223.497,118.07,120100,12010800,71210,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,[Ainsel River] Ainsel River Well Depths,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,400.687,-145.01,-103.113,120101,0,71211,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,[Ainsel River] Ainsel River Sluice Gate,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,207.063,-170.645,-204.237,120102,0,71212,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,[Ainsel River] Ainsel River Downstream,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,-17.335,-210.064,-107.813,120103,0,71213,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,[Ainsel River Main] Ainsel River Main,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,333.502,-79.105,269.242,120104,0,71214,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,[Ainsel River Main] Nokstella Eternal City,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,29.589,-160.789,76.524,120105,0,71215,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,[Lake of Rot] Lake of Rot Shoreside,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,-308.352,-308.018,-66.554,120106,0,71216,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,[Lake of Rot] Grand Cloister,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,-411.549,-328.753,-525.689,120108,0,71218,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,[Ainsel River Main] Nokstella Waterfall Basin,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,-243.44,-280.284,152.997,120109,0,71219,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,[Nokron Eternal City] Great Waterfall Basin,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,1184.54,-619.219,1909.859,120200,12020800,71220,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,[Nokron Eternal City] Mimic Tear,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,1016.052,-616.458,1153.374,120201,12020850,71221,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,[Siofra River] Siofra River Bank,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,1098.26,-823.457,1266.802,120203,0,71222,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,[Siofra River] Worshippers' Woods,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,1438.45,-816.47,1519.47,120204,0,71223,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,[Nokron Eternal City] Ancestral Woods,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,1016.445,-605.417,1462.896,120206,0,71224,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,[Nokron Eternal City] Aqueduct-Facing Cliffs,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,1176.12,-611.76,1754.38,120207,0,71225,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,[Nokron Eternal City] Night's Sacred Ground,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,951.61,-671.3,1293.86,120208,0,71226,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,[Siofra River] Below the Well,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,0,1518.224,-770.543,1867.396,120209,0,71227,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,[Deeproot Depths] Prince of Death's Throne,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,0,0,-379.5,149.74,-202.16,120300,12030800,71230,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,[Deeproot Depths] Root-Facing Cliffs,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,0,0,-184.95,272.9,-517.58,120301,0,71231,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,[Deeproot Depths] Great Waterfall Crest,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,0,0,-163.86,91.92,-624.79,120302,0,71232,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,[Deeproot Depths] Deeproot Depths,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,0,0,-598.37,98.15,-609.92,120303,0,71233,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,[Deeproot Depths] The Nameless Eternal City,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,0,0,-689.665,92.284,-409.819,120304,0,71234,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,[Deeproot Depths] Across the Roots,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,0,0,-469.23,149.62,-351.1,120305,0,71235,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,[Ainsel River] Astel Naturalborn of the Void,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,4,0,0,-64.49,-106.13,-77.82,120400,12040800,71240,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,[Mohgwyn Palace] Cocoon of the Empyrean,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5,0,0,1533.44,-501,1243.16,120500,12050800,71250,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,[Mohgwyn Palace] Palace Approach Ledge-Road,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5,0,0,1902.74,-600.38,1116.63,120501,0,71251,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,[Mohgwyn Palace] Dynasty Mausoleum Entrance,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5,0,0,1703,-611.84,1288.74,120502,0,71252,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,[Mohgwyn Palace] Dynasty Mausoleum Midpoint,1,0,[0|0|0],0,0,150,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5,0,0,1637.66,-562.65,1248,120503,0,71253,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,1,0,[0|150|0|0|0|0|0|0|0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
